name,comm_code,census_year,population,occupied dwellings,persons per unit
RUNDLE,RUN,04/01/2014 12:00:00 AM,11542,3670,3.14
BANFF TRAIL,BNF,04/01/2003 12:00:00 AM,3616,1633,2.21
CEDARBRAE,CED,04/01/1992 12:00:00 AM,6944,2266,3.06
FAIRVIEW,FAI,04/01/1992 12:00:00 AM,3903,1500,2.6
NEW BRIGHTON,NEB,04/01/1995 12:00:00 AM,0,0,0
OGDEN,OGD,04/01/1981 12:00:00 AM,10742,3486,3.08
MONTGOMERY,MON,04/01/2017 12:00:00 AM,4353,1794,2.43
MILLRISE,MLR,04/01/1983 12:00:00 AM,694,226,3.07
SILVER SPRINGS,SIL,04/01/1988 12:00:00 AM,10272,3273,3.14
PARKDALE,PKD,04/01/1994 12:00:00 AM,1712,825,2.08
RED CARPET,RED,04/01/2012 12:00:00 AM,1555,880,1.77
BANKVIEW,BNK,04/01/1990 12:00:00 AM,5183,3118,1.66
DOWNTOWN EAST VILLAGE,DNE,04/01/2012 12:00:00 AM,2782,1109,2.51
ELBOW PARK,EPK,04/01/2009 12:00:00 AM,3417,1130,3.02
BRAESIDE,BRA,04/01/1997 12:00:00 AM,6754,2497,2.7
WINDSOR PARK,WND,04/01/2003 12:00:00 AM,3750,2124,1.77
GREENVIEW,GRV,04/01/1987 12:00:00 AM,2079,886,2.35
KILLARNEY/GLENGARRY,KIL,04/01/1999 12:00:00 AM,6361,3089,2.06
UPPER MOUNT ROYAL,UMR,04/01/1998 12:00:00 AM,2634,1029,2.56
SILVER SPRINGS,SIL,04/01/1976 12:00:00 AM,5487,1680,3.27
SUNNYSIDE,SSD,04/01/2017 12:00:00 AM,4206,2492,1.69
ST. ANDREWS HEIGHTS,STA,04/01/1968 12:00:00 AM,2180,495,4.4
SOUTHVIEW,SOV,04/01/1977 12:00:00 AM,2868,813,3.53
SIGNAL HILL,SIG,04/01/1975 12:00:00 AM,55,19,2.89
DOWNTOWN EAST VILLAGE,DNE,04/01/1972 12:00:00 AM,918,282,3.26
WILLOW PARK,WIL,04/01/1990 12:00:00 AM,6164,2227,2.77
SPRUCE CLIFF,SPR,04/01/1993 12:00:00 AM,3103,1289,2.41
SILVERADO,SVO,04/01/2000 12:00:00 AM,26,12,2.17
PALLISER,PAL,04/01/2012 12:00:00 AM,3293,1662,1.98
DEER RIDGE,DRG,04/01/1978 12:00:00 AM,87,30,2.9
GLAMORGAN,GLA,04/01/2017 12:00:00 AM,6385,2865,2.23
ROSSCARROCK,RCK,04/01/2017 12:00:00 AM,3527,1544,2.28
HARVEST HILLS,HAR,04/01/2002 12:00:00 AM,7522,2534,2.97
DEER RIDGE,DRG,04/01/1971 12:00:00 AM,0,0,0
KINGSLAND,KIN,04/01/1991 12:00:00 AM,4178,2079,2.01
ROCKY RIDGE,ROC,04/01/1987 12:00:00 AM,0,0,0
NORTH HAVEN,NHV,04/01/2000 12:00:00 AM,2501,946,2.64
TUXEDO PARK,TUX,04/01/2017 12:00:00 AM,4983,2414,2.06
AUBURN BAY,AUB,04/01/2015 12:00:00 AM,13191,4290,3.07
PARKDALE,PKD,04/01/1979 12:00:00 AM,1892,747,2.53
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,04/01/1989 12:00:00 AM,2128,924,2.3
LEGACY,LEG,04/01/2015 12:00:00 AM,1303,449,2.9
ELBOYA,EYA,04/01/1968 12:00:00 AM,1930,571,3.38
KINGSLAND,KIN,04/01/1976 12:00:00 AM,5097,2072,2.46
LEGACY,LEG,04/01/1984 12:00:00 AM,0,0,0
MARTINDALE,MRT,04/01/2008 12:00:00 AM,12328,3502,3.52
PANORAMA HILLS,PAN,04/01/1996 12:00:00 AM,67,23,2.91
CRESTMONT,CRM,04/01/2015 12:00:00 AM,1542,471,3.27
WEST HILLHURST,WHL,04/01/2017 12:00:00 AM,6338,2742,2.31
ROSEMONT,RMT,04/01/1983 12:00:00 AM,1348,519,2.6
RUNDLE,RUN,04/01/1991 12:00:00 AM,11662,3430,3.4
BANKVIEW,BNK,04/01/1975 12:00:00 AM,4951,2525,1.96
CAMBRIAN HEIGHTS,CAM,04/01/2005 12:00:00 AM,1992,875,2.28
LINCOLN PARK,LPK,04/01/1989 12:00:00 AM,325,170,1.91
HILLHURST,HIL,04/01/1999 12:00:00 AM,5063,2576,1.97
CHINOOK PARK,CHK,04/01/1989 12:00:00 AM,1749,583,3
MONTGOMERY,MON,04/01/2010 12:00:00 AM,3705,1552,2.39
WEST HILLHURST,WHL,04/01/2005 12:00:00 AM,5466,2610,2.09
ACADIA,ACA,04/01/2014 12:00:00 AM,10969,4884,2.25
AUBURN BAY,AUB,04/01/1997 12:00:00 AM,0,0,0
PARKLAND,PKL,04/01/1996 12:00:00 AM,4444,1351,3.29
HOUNSFIELD HEIGHTS/BRIAR HILL,HOU,04/01/2001 12:00:00 AM,2601,897,2.9
BRITANNIA,BRT,04/01/2015 12:00:00 AM,711,285,2.49
ACADIA,ACA,04/01/1972 12:00:00 AM,13589,3384,4.02
PANORAMA HILLS,PAN,04/01/2017 12:00:00 AM,25925,7958,3.26
EAU CLAIRE,EAU,04/01/2010 12:00:00 AM,1724,1096,1.57
THORNCLIFFE,THO,04/01/1996 12:00:00 AM,9267,3552,2.61
SCARBORO/ SUNALTA WEST,SSW,04/01/1987 12:00:00 AM,416,164,2.54
PARKHILL,PKH,04/01/1997 12:00:00 AM,1488,723,2.06
PENBROOKE MEADOWS,PEN,04/01/2001 12:00:00 AM,9263,2853,3.25
WILDWOOD,WLD,04/01/1974 12:00:00 AM,3703,1044,3.55
SETON,SET,04/01/1972 12:00:00 AM,0,0,0
WILDWOOD,WLD,04/01/1987 12:00:00 AM,2758,1041,2.65
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/1985 12:00:00 AM,6242,2243,2.78
GARRISON WOODS,GAW,04/01/2017 12:00:00 AM,3179,1374,2.31
HAWKWOOD,HAW,04/01/1992 12:00:00 AM,8786,2565,3.43
HAYSBORO,HAY,04/01/2015 12:00:00 AM,7255,3486,2
HARVEST HILLS,HAR,04/01/2007 12:00:00 AM,7483,2523,2.97
APPLEWOOD PARK,APP,04/01/2002 12:00:00 AM,5407,1446,3.74
FAIRVIEW,FAI,04/01/1989 12:00:00 AM,4037,1534,2.63
FALCONRIDGE,FAL,04/01/1983 12:00:00 AM,7629,2332,3.27
ASPEN WOODS,ASP,04/01/1991 12:00:00 AM,0,0,0
PARKLAND,PKL,04/01/2008 12:00:00 AM,3910,1429,2.74
QUEENS PARK VILLAGE,QPK,04/01/2016 12:00:00 AM,465,177,2.63
CAMBRIAN HEIGHTS,CAM,04/01/1997 12:00:00 AM,2116,883,2.4
CITADEL,CIT,04/01/1977 12:00:00 AM,0,0,0
BRITANNIA,BRT,04/01/2011 12:00:00 AM,746,279,2.67
FOREST LAWN,FLN,04/01/1974 12:00:00 AM,8035,2165,3.71
BRIDGELAND/RIVERSIDE,BRD,04/01/1973 12:00:00 AM,5435,2148,2.53
RENFREW,REN,04/01/1975 12:00:00 AM,6377,2317,2.75
KILLARNEY/GLENGARRY,KIL,04/01/1995 12:00:00 AM,6163,2955,2.09
RIDEAU PARK,RID,04/01/1978 12:00:00 AM,626,315,1.99
MOUNT PLEASANT,MOP,04/01/2005 12:00:00 AM,4729,2262,2.09
BANFF TRAIL,BNF,04/01/1989 12:00:00 AM,3422,1587,2.16
COPPERFIELD,CPF,04/01/1987 12:00:00 AM,0,0,0
MOUNT PLEASANT,MOP,04/01/2011 12:00:00 AM,4718,2254,2.09
ALTADORE,ALT,04/01/1979 12:00:00 AM,7409,2651,2.79
MIDNAPORE,MID,04/01/2003 12:00:00 AM,7367,2562,2.88
UNIVERSITY DISTRICT,UND,04/01/2005 12:00:00 AM,0,0,0
SUNDANCE,SDC,04/01/1990 12:00:00 AM,7233,2030,3.56
COVENTRY HILLS,COV,04/01/1969 12:00:00 AM,0,0,0
PARKLAND,PKL,04/01/2013 12:00:00 AM,3790,1425,2.66
MIDNAPORE,MID,04/01/1985 12:00:00 AM,7184,2333,3.08
EAGLE RIDGE,EAG,04/01/2009 12:00:00 AM,256,96,2.67
SHERWOOD,SHW,04/01/2014 12:00:00 AM,3778,1138,3.32
KILLARNEY/GLENGARRY,KIL,04/01/1976 12:00:00 AM,6190,2404,2.57
ERLTON,ERL,04/01/2009 12:00:00 AM,1212,690,1.76
CHAPARRAL,CHA,04/01/2001 12:00:00 AM,4224,1408,3
SANDSTONE VALLEY,SAN,04/01/1988 12:00:00 AM,2129,662,3.22
SHAGANAPPI,SHG,04/01/2008 12:00:00 AM,1595,789,2.02
COUGAR RIDGE,CGR,04/01/1999 12:00:00 AM,50,19,2.63
BELVEDERE,BVD,04/01/2006 12:00:00 AM,0,0,0
ELBOYA,EYA,04/01/1981 12:00:00 AM,1456,560,2.6
SHAGANAPPI,SHG,04/01/2009 12:00:00 AM,1603,785,2.04
THORNCLIFFE,THO,04/01/2010 12:00:00 AM,8710,3633,2.4
FOREST LAWN,FLN,04/01/2014 12:00:00 AM,8037,3146,2.55
ERLTON,ERL,04/01/1997 12:00:00 AM,506,256,1.98
CHARLESWOOD/COLLINGWOOD,,04/01/2001 12:00:00 AM,6041,2418,2.5
UNIVERSITY DISTRICT,UND,04/01/2007 12:00:00 AM,0,0,0
BANFF TRAIL,BNF,04/01/1994 12:00:00 AM,3393,1579,2.15
KILLARNEY/GLENGARRY,KIL,04/01/1971 12:00:00 AM,7235,2383,3.04
ERIN WOODS,ERI,04/01/1984 12:00:00 AM,3106,916,3.39
GREENWOOD/GREENBRIAR,GRE,04/01/2017 12:00:00 AM,912,472,1.93
WHITEHORN,WHI,04/01/1992 12:00:00 AM,11991,3311,3.62
LINCOLN PARK,LPK,04/01/2004 12:00:00 AM,2398,1328,1.81
MCKENZIE LAKE,MCK,04/01/1985 12:00:00 AM,1337,430,3.11
ERIN WOODS,ERI,04/01/2011 12:00:00 AM,6794,2340,2.9
CHINATOWN,CHN,04/01/2016 12:00:00 AM,2104,1424,1.48
HILLHURST,HIL,04/01/1968 12:00:00 AM,5092,1830,2.78
SHAWNESSY,SHN,04/01/2017 12:00:00 AM,9448,3257,2.9
EVANSTON,EVN,04/01/1996 12:00:00 AM,23,6,3.83
HIGHLAND PARK,HPK,04/01/2009 12:00:00 AM,3579,1826,1.96
MAHOGANY,MAH,04/01/1998 12:00:00 AM,0,0,0
CRESTMONT,CRM,04/01/2010 12:00:00 AM,1387,431,3.22
BAYVIEW,BYV,04/01/1999 12:00:00 AM,693,241,2.88
CITYSCAPE,CSC,04/01/1969 12:00:00 AM,0,0,0
RENFREW,REN,04/01/1991 12:00:00 AM,5151,2464,2.09
MIDNAPORE,MID,04/01/1968 12:00:00 AM,455,100,4.55
WHITEHORN,WHI,04/01/1985 12:00:00 AM,10292,2994,3.44
RICHMOND,RIC,04/01/1998 12:00:00 AM,3962,1907,2.08
SILVERADO,SVO,04/01/2017 12:00:00 AM,6907,2327,2.97
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/1968 12:00:00 AM,3995,1004,3.98
CORNERSTONE,CNS,04/01/2016 12:00:00 AM,0,0,0
ABBEYDALE,ABB,04/01/1992 12:00:00 AM,6750,1914,3.53
WEST SPRINGS,WSP,04/01/2002 12:00:00 AM,1352,490,2.76
TARADALE,TAR,04/01/1992 12:00:00 AM,1525,460,3.32
DOUGLASDALE/GLEN,DDG,04/01/2005 12:00:00 AM,11759,3912,3.01
BRENTWOOD,BRE,04/01/1978 12:00:00 AM,8087,2386,3.39
QUEENSLAND,QLD,04/01/1968 12:00:00 AM,0,0,0
SOUTH CALGARY,SOC,04/01/1974 12:00:00 AM,3579,1477,2.42
SHERWOOD,SHW,04/01/1999 12:00:00 AM,0,0,0
CHARLESWOOD/COLLINGWOOD,,04/01/2003 12:00:00 AM,5960,2406,2.48
MILLRISE,MLR,04/01/1982 12:00:00 AM,155,50,3.1
SOUTHWOOD,SOW,04/01/1979 12:00:00 AM,7900,2453,3.22
MONTEREY PARK,MOR,04/01/1983 12:00:00 AM,0,0,0
WILDWOOD,WLD,04/01/2008 12:00:00 AM,2600,1013,2.57
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/1990 12:00:00 AM,6428,2312,2.78
EVERGREEN,EVE,04/01/2013 12:00:00 AM,20918,6872,3.04
EVERGREEN,EVE,04/01/1981 12:00:00 AM,30,14,2.14
KINCORA,KCA,04/01/1994 12:00:00 AM,0,0,0
DEER RIDGE,DRG,04/01/1973 12:00:00 AM,0,0,0
KILLARNEY/GLENGARRY,KIL,04/01/2011 12:00:00 AM,6543,3246,2.02
ERLTON,ERL,04/01/1999 12:00:00 AM,588,303,1.94
THORNCLIFFE,THO,04/01/1990 12:00:00 AM,9962,3610,2.76
DEER RUN,DRN,04/01/2017 12:00:00 AM,5111,2008,2.55
EVERGREEN,EVE,04/01/1979 12:00:00 AM,31,13,2.38
BAYVIEW,BYV,04/01/1975 12:00:00 AM,775,186,4.17
COACH HILL,COA,04/01/2002 12:00:00 AM,3353,1443,2.32
GARRISON GREEN,GAG,04/01/1989 12:00:00 AM,632,192,3.29
CRESTMONT,CRM,04/01/1973 12:00:00 AM,0,0,0
SOUTHWOOD,SOW,04/01/2013 12:00:00 AM,6326,2587,2.45
HIGHWOOD,HIW,04/01/1994 12:00:00 AM,2151,887,2.43
AUBURN BAY,AUB,04/01/2011 12:00:00 AM,5769,1927,2.99
PANORAMA HILLS,PAN,04/01/2015 12:00:00 AM,25993,7969,3.26
DEER RIDGE,DRG,04/01/1980 12:00:00 AM,1011,308,3.28
CITADEL,CIT,04/01/1997 12:00:00 AM,3546,1205,2.94
CHARLESWOOD/COLLINGWOOD,,04/01/1990 12:00:00 AM,6114,2375,2.57
WINDSOR PARK,WND,04/01/1995 12:00:00 AM,3531,2039,1.73
MIDNAPORE,MID,04/01/1998 12:00:00 AM,7272,2479,2.93
INGLEWOOD,ING,04/01/2013 12:00:00 AM,3682,1970,1.87
DOUGLASDALE/GLEN,DDG,04/01/2014 12:00:00 AM,12952,4572,2.83
MAHOGANY,MAH,04/01/2003 12:00:00 AM,11,7,1.57
COACH HILL,COA,04/01/1993 12:00:00 AM,3174,1229,2.58
BEDDINGTON HEIGHTS,BED,04/01/2014 12:00:00 AM,11867,4266,2.78
DOWNTOWN COMMERCIAL CORE,DNC,04/01/1988 12:00:00 AM,5828,4284,1.36
NEW BRIGHTON,NEB,04/01/1989 12:00:00 AM,0,0,0
WINSTON HEIGHTS/MOUNTVIEW,WIN,04/01/1974 12:00:00 AM,4355,1500,2.9
VARSITY,VAR,04/01/2015 12:00:00 AM,12669,5486,2.31
LAKE BONAVISTA,LKB,04/01/1981 12:00:00 AM,13314,3618,3.68
RIDEAU PARK,RID,04/01/1994 12:00:00 AM,637,329,1.94
CITYSCAPE,CSC,04/01/2014 12:00:00 AM,0,0,0
WILDWOOD,WLD,04/01/2016 12:00:00 AM,2583,1012,2.55
CANYON MEADOWS,CAN,04/01/2015 12:00:00 AM,7949,3134,2.54
WHITEHORN,WHI,04/01/2001 12:00:00 AM,12209,3420,3.57
BEL-AIRE,BEL,04/01/2000 12:00:00 AM,503,158,3.18
EDGEMONT,EDG,04/01/1971 12:00:00 AM,0,0,0
NEW BRIGHTON,NEB,04/01/2000 12:00:00 AM,0,0,0
PALLISER,PAL,04/01/1976 12:00:00 AM,2477,810,3.06
ARBOUR LAKE,ARB,04/01/1969 12:00:00 AM,0,0,0
SHAWNESSY,SHN,04/01/2004 12:00:00 AM,9552,3204,2.98
BRITANNIA,BRT,04/01/2008 12:00:00 AM,721,283,2.55
MARTINDALE,MRT,04/01/2009 12:00:00 AM,12406,3509,3.54
MACEWAN GLEN,MAC,04/01/1968 12:00:00 AM,0,0,0
MACEWAN GLEN,MAC,04/01/2002 12:00:00 AM,5660,1766,3.2
ASPEN WOODS,ASP,04/01/1970 12:00:00 AM,0,0,0
BRIDGELAND/RIVERSIDE,BRD,04/01/1970 12:00:00 AM,5503,2046,2.69
CASTLERIDGE,CAS,04/01/1978 12:00:00 AM,0,0,0
DOWNTOWN WEST END,DNW,04/01/2008 12:00:00 AM,2634,1558,1.69
SCARBORO/ SUNALTA WEST,SSW,04/01/1979 12:00:00 AM,470,163,2.88
LAKEVIEW,LKV,04/01/1979 12:00:00 AM,7442,2266,3.28
PANORAMA HILLS,PAN,04/01/1990 12:00:00 AM,0,0,0
NORTH HAVEN UPPER,NHU,04/01/1973 12:00:00 AM,0,0,0
RICHMOND,RIC,04/01/2012 12:00:00 AM,4229,2022,2.09
BEL-AIRE,BEL,04/01/2010 12:00:00 AM,480,151,3.18
QUEENSLAND,QLD,04/01/2016 12:00:00 AM,4823,1830,2.64
SOMERSET,SOM,04/01/2014 12:00:00 AM,8751,3110,2.81
CHRISTIE PARK,CHR,04/01/1999 12:00:00 AM,2072,739,2.8
QUEENSLAND,QLD,04/01/1999 12:00:00 AM,5561,1788,3.11
BONAVISTA DOWNS,BDO,04/01/2013 12:00:00 AM,923,360,2.56
GLAMORGAN,GLA,04/01/1968 12:00:00 AM,4353,1002,4.34
UNIVERSITY DISTRICT,UND,04/01/1993 12:00:00 AM,0,0,0
MAPLE RIDGE,MPL,04/01/1991 12:00:00 AM,2369,801,2.96
CLIFF BUNGALOW,CLI,04/01/2010 12:00:00 AM,1806,1212,1.49
ALBERT PARK/RADISSON HEIGHTS,ALB,04/01/2016 12:00:00 AM,6673,2719,2.45
UNIVERSITY OF CALGARY,UOC,04/01/1984 12:00:00 AM,1805,491,3.68
BRIDLEWOOD,BRI,04/01/1990 12:00:00 AM,23,8,2.88
HARVEST HILLS,HAR,04/01/1970 12:00:00 AM,0,0,0
SKYVIEW RANCH,SKR,04/01/2008 12:00:00 AM,0,0,0
CHRISTIE PARK,CHR,04/01/2013 12:00:00 AM,2214,717,3.09
POINT MCKAY,POI,04/01/1994 12:00:00 AM,1423,816,1.74
MARTINDALE,MRT,04/01/1983 12:00:00 AM,86,29,2.97
WILLOW PARK,WIL,04/01/2007 12:00:00 AM,5394,2228,2.42
DALHOUSIE,DAL,04/01/2014 12:00:00 AM,9186,3637,2.53
RUTLAND PARK,RUT,04/01/1968 12:00:00 AM,1909,454,4.2
STRATHCONA PARK,STR,04/01/2014 12:00:00 AM,7140,2412,2.96
RENFREW,REN,04/01/2009 12:00:00 AM,5698,2921,1.95
SILVERADO,SVO,04/01/1973 12:00:00 AM,0,0,0
DALHOUSIE,DAL,04/01/1973 12:00:00 AM,5908,1567,3.77
DOUGLASDALE/GLEN,DDG,04/01/2004 12:00:00 AM,11925,3937,3.03
ELBOW PARK,EPK,04/01/2008 12:00:00 AM,3463,1128,3.07
SOUTHVIEW,SOV,04/01/2006 12:00:00 AM,2098,839,2.5
KINGSLAND,KIN,04/01/1985 12:00:00 AM,4181,2030,2.06
ST. ANDREWS HEIGHTS,STA,04/01/2010 12:00:00 AM,1561,592,2.64
UNIVERSITY OF CALGARY,UOC,04/01/1991 12:00:00 AM,1555,703,2.21
ABBEYDALE,ABB,04/01/1986 12:00:00 AM,6140,1758,3.49
KELVIN GROVE,KEL,04/01/1986 12:00:00 AM,2177,837,2.6
GLENBROOK,GBK,04/01/1970 12:00:00 AM,5740,1512,3.8
ROCKY RIDGE,ROC,04/01/2001 12:00:00 AM,2341,856,2.73
INGLEWOOD,ING,04/01/1994 12:00:00 AM,2565,1271,2.02
ARBOUR LAKE,ARB,04/01/1988 12:00:00 AM,0,0,0
SHAGANAPPI,SHG,04/01/1980 12:00:00 AM,1831,805,2.27
COPPERFIELD,CPF,04/01/2000 12:00:00 AM,0,0,0
HILLHURST,HIL,04/01/1983 12:00:00 AM,4812,2391,2.01
PENBROOKE MEADOWS,PEN,04/01/1972 12:00:00 AM,2562,646,3.97
GREENVIEW,GRV,04/01/1984 12:00:00 AM,2106,821,2.57
COUNTRY HILLS VILLAGE,CHV,04/01/1969 12:00:00 AM,0,0,0
QUEENSLAND,QLD,04/01/1971 12:00:00 AM,0,0,0
RANCHLANDS,RAN,04/01/1995 12:00:00 AM,8436,2885,2.92
CRESCENT HEIGHTS,CRE,04/01/2012 12:00:00 AM,6271,3376,1.86
MONTEREY PARK,MOR,04/01/2016 12:00:00 AM,10671,3083,3.46
COVENTRY HILLS,COV,04/01/1975 12:00:00 AM,0,0,0
SOUTHVIEW,SOV,04/01/1980 12:00:00 AM,2756,836,3.3
MAYLAND HEIGHTS,MAL,04/01/1986 12:00:00 AM,6375,2419,2.64
COACH HILL,COA,04/01/2012 12:00:00 AM,3279,1422,2.31
WILDWOOD,WLD,04/01/2004 12:00:00 AM,2586,1028,2.52
ROXBORO,ROX,04/01/1985 12:00:00 AM,435,164,2.65
SKYVIEW RANCH,SKR,04/01/1980 12:00:00 AM,0,0,0
CITYSCAPE,CSC,04/01/2000 12:00:00 AM,0,0,0
INGLEWOOD,ING,04/01/1998 12:00:00 AM,2814,1407,2
COUGAR RIDGE,CGR,04/01/2009 12:00:00 AM,5525,1836,3.01
ROSEDALE,RDL,04/01/2011 12:00:00 AM,1592,595,2.68
LEGACY,LEG,04/01/1995 12:00:00 AM,0,0,0
ELBOYA,EYA,04/01/1970 12:00:00 AM,1800,563,3.2
MAYLAND HEIGHTS,MAL,04/01/1973 12:00:00 AM,6151,1600,3.84
BRIDLEWOOD,BRI,04/01/2014 12:00:00 AM,12588,4138,3.04
SPRUCE CLIFF,SPR,04/01/2002 12:00:00 AM,2925,1278,2.29
BRIDGELAND/RIVERSIDE,BRD,04/01/1976 12:00:00 AM,4965,2179,2.28
HAMPTONS,HAM,04/01/1987 12:00:00 AM,0,0,0
ROSEDALE,RDL,04/01/1984 12:00:00 AM,1530,660,2.32
EVERGREEN,EVE,04/01/2012 12:00:00 AM,20110,6766,2.97
SADDLE RIDGE,SAD,04/01/1995 12:00:00 AM,118,38,3.11
CASTLERIDGE,CAS,04/01/1976 12:00:00 AM,0,0,0
MAHOGANY,MAH,04/01/2014 12:00:00 AM,2660,846,3.14
HAMPTONS,HAM,04/01/2000 12:00:00 AM,5763,1729,3.33
DOWNTOWN COMMERCIAL CORE,DNC,04/01/2009 12:00:00 AM,7719,4354,1.77
CASTLERIDGE,CAS,04/01/1973 12:00:00 AM,0,0,0
TUXEDO PARK,TUX,04/01/1977 12:00:00 AM,4195,1843,2.28
MCKENZIE TOWNE,MCT,04/01/2017 12:00:00 AM,18106,6948,2.61
PANORAMA HILLS,PAN,04/01/2001 12:00:00 AM,2321,688,3.37
BRITANNIA,BRT,04/01/1988 12:00:00 AM,732,316,2.32
EVANSTON,EVN,04/01/2010 12:00:00 AM,5183,1675,3.09
ELBOYA,EYA,04/01/1987 12:00:00 AM,1622,723,2.24
PANORAMA HILLS,PAN,04/01/1971 12:00:00 AM,0,0,0
KILLARNEY/GLENGARRY,KIL,04/01/2003 12:00:00 AM,6488,3226,2.01
HIGHLAND PARK,HPK,04/01/2007 12:00:00 AM,3660,1882,1.94
MEADOWLARK PARK,MEA,04/01/2005 12:00:00 AM,595,262,2.27
RAMSAY,RAM,04/01/1987 12:00:00 AM,2173,1010,2.15
APPLEWOOD PARK,APP,04/01/1985 12:00:00 AM,500,145,3.45
CITADEL,CIT,04/01/2016 12:00:00 AM,10509,3452,3.04
BRIDLEWOOD,BRI,04/01/1983 12:00:00 AM,0,0,0
PALLISER,PAL,04/01/2000 12:00:00 AM,3233,1609,2.01
CORNERSTONE,CNS,04/01/2013 12:00:00 AM,0,0,0
ELBOYA,EYA,04/01/1975 12:00:00 AM,1577,562,2.81
MCKENZIE TOWNE,MCT,04/01/1984 12:00:00 AM,0,0,0
EAU CLAIRE,EAU,04/01/2016 12:00:00 AM,1666,1043,1.6
DISCOVERY RIDGE,DIS,04/01/2005 12:00:00 AM,2336,772,3.03
LEGACY,LEG,04/01/2008 12:00:00 AM,14,5,2.8
RED CARPET,RED,04/01/1978 12:00:00 AM,1205,411,2.93
PARKDALE,PKD,04/01/1991 12:00:00 AM,1705,792,2.15
KELVIN GROVE,KEL,04/01/1984 12:00:00 AM,2218,801,2.77
WILDWOOD,WLD,04/01/1977 12:00:00 AM,3487,1044,3.34
SPRUCE CLIFF,SPR,04/01/2017 12:00:00 AM,4562,2259,2.02
GLENBROOK,GBK,04/01/2014 12:00:00 AM,7202,3115,2.31
KELVIN GROVE,KEL,04/01/1992 12:00:00 AM,2166,846,2.56
ROSEMONT,RMT,04/01/1994 12:00:00 AM,1246,527,2.36
CANYON MEADOWS,CAN,04/01/1985 12:00:00 AM,8232,2635,3.12
GARRISON GREEN,GAG,04/01/1987 12:00:00 AM,660,199,3.32
CITADEL,CIT,04/01/2017 12:00:00 AM,10293,3441,2.99
SHAWNEE SLOPES,SHS,04/01/1983 12:00:00 AM,14,4,3.5
CHAPARRAL,CHA,04/01/2013 12:00:00 AM,12018,3774,3.18
PATTERSON,PAT,04/01/1982 12:00:00 AM,48,17,2.82
COUGAR RIDGE,CGR,04/01/1997 12:00:00 AM,60,20,3
FOREST LAWN,FLN,04/01/2009 12:00:00 AM,7676,3069,2.5
SUNDANCE,SDC,04/01/1973 12:00:00 AM,0,0,0
QUEENSLAND,QLD,04/01/1969 12:00:00 AM,0,0,0
COVENTRY HILLS,COV,04/01/2011 12:00:00 AM,15722,5195,3.03
CHINOOK PARK,CHK,04/01/2003 12:00:00 AM,1733,577,3
CURRIE BARRACKS,CUR,04/01/1987 12:00:00 AM,0,,
SUNNYSIDE,SSD,04/01/2009 12:00:00 AM,3675,2203,1.67
CHINATOWN,CHN,04/01/2002 12:00:00 AM,1256,743,1.69
ELBOYA,EYA,04/01/2000 12:00:00 AM,1602,718,2.23
AUBURN BAY,AUB,04/01/2000 12:00:00 AM,0,0,0
SOUTH CALGARY,SOC,04/01/1976 12:00:00 AM,3466,1505,2.3
GLENDALE,GDL,04/01/1995 12:00:00 AM,2795,1077,2.6
SPRUCE CLIFF,SPR,04/01/1998 12:00:00 AM,3207,1347,2.38
WINDSOR PARK,WND,04/01/1996 12:00:00 AM,3558,2040,1.74
LAKEVIEW,LKV,04/01/1987 12:00:00 AM,6292,2303,2.73
ARBOUR LAKE,ARB,04/01/1992 12:00:00 AM,36,11,3.27
RAMSAY,RAM,04/01/2006 12:00:00 AM,2039,1049,1.94
SILVERADO,SVO,04/01/2013 12:00:00 AM,5966,1969,3.03
UPPER MOUNT ROYAL,UMR,04/01/1994 12:00:00 AM,2610,1018,2.56
SUNNYSIDE,SSD,04/01/1978 12:00:00 AM,3411,1839,1.85
CORNERSTONE,CNS,04/01/1996 12:00:00 AM,0,0,0
REDSTONE,RSN,04/01/2012 12:00:00 AM,0,0,0
BELTLINE,BLN,04/01/2000 12:00:00 AM,17448,10586,1.65
DOWNTOWN WEST END,DNW,04/01/1995 12:00:00 AM,459,284,1.62
SUNALTA,SNA,04/01/2015 12:00:00 AM,3454,1980,1.74
BELVEDERE,BVD,04/01/1982 12:00:00 AM,0,0,0
HAWKWOOD,HAW,04/01/1970 12:00:00 AM,0,0,0
MIDNAPORE,MID,04/01/1990 12:00:00 AM,7697,2478,3.11
MAPLE RIDGE,MPL,04/01/2014 12:00:00 AM,1936,788,2.46
SILVER SPRINGS,SIL,04/01/2003 12:00:00 AM,9641,3459,2.79
VARSITY,VAR,04/01/2004 12:00:00 AM,11936,5046,2.37
MAHOGANY,MAH,04/01/1982 12:00:00 AM,0,0,0
BELTLINE,BLN,04/01/1985 12:00:00 AM,14812,9398,1.58
ASPEN WOODS,ASP,04/01/1981 12:00:00 AM,0,0,0
COPPERFIELD,CPF,04/01/2007 12:00:00 AM,3702,1400,2.64
PATTERSON,PAT,04/01/2001 12:00:00 AM,3952,1736,2.28
MISSION,MIS,04/01/1976 12:00:00 AM,3388,2015,1.68
